customer_id,last_purchase_date,first_purchase_date,frequency_orders,purchase_lines,monetary_total_spend,total_quantity,recency_days,tenure_days,tenure_since_first,avg_order_value,avg_qty_per_order,is_one_time_buyer,purchase_frequency_rate,recency_to_tenure_ratio,return_lines,return_invoices,returned_quantity,return_value,unique_products,unique_descriptions,unique_countries,avg_unit_price,max_unit_price,distinct_active_days,active_months,net_spend,return_invoice_ratio,return_value_ratio,avg_gap_days,median_gap_days,max_gap_days,snapshot_date
12358,2010-11-29 10:56:00,2009-12-08 07:59:00,3,57,2519.01,826,11,356,367,839.6700000000001,275.3333333333333,0,0.008174386920980926,0.02997275204359673,0.0,0.0,0.0,0.0,51,51,1,3.791754385964912,10.75,3,3,2519.01,0.0,0.0,177.5,177.5,181.0,2010-12-10
12359,2010-10-10 11:16:00,2009-12-05 13:32:00,6,117,2563.36,1130,61,308,370,427.2266666666667,188.33333333333334,0,0.016216216216216217,0.16486486486486487,4.0,2.0,216.0,94.00000000000001,110,113,1,4.732393162393163,49.95,6,4,2469.36,0.3333333333333333,0.03667061981149741,61.4,81.0,110.0,2010-12-10
12360,2010-11-12 11:31:00,2010-02-22 09:32:00,3,85,1310.83,1287,28,263,291,436.9433333333333,429.0,0,0.010309278350515464,0.09621993127147767,0.0,0.0,0.0,0.0,73,75,1,1.3908235294117648,4.25,3,3,1310.83,0.0,0.0,131.5,131.5,171.0,2010-12-10
12361,2010-09-03 15:19:00,2010-01-26 14:37:00,3,16,276.35,141,98,220,318,92.11666666666667,47.0,0,0.009433962264150943,0.3081761006289308,0.0,0.0,0.0,0.0,13,13,1,2.11875,2.95,3,3,276.35,0.0,0.0,109.5,109.5,116.0,2010-12-10
12366,2010-03-16 10:28:00,2010-03-16 10:28:00,1,3,500.24,296,269,0,269,500.24,296.0,1,0.0037174721189591076,1.0,0.0,0.0,0.0,0.0,3,3,1,1.6900000000000002,1.69,1,1,500.24,0.0,0.0,269.0,269.0,269.0,2010-12-10
12368,2010-03-21 15:56:00,2010-03-21 15:56:00,1,18,917.6999999999999,330,264,0,264,917.6999999999999,330.0,1,0.003787878787878788,1.0,0.0,0.0,0.0,0.0,18,18,1,4.391666666666667,14.95,1,1,917.6999999999999,0.0,0.0,264.0,264.0,264.0,2010-12-10
12369,2010-10-22 13:13:00,2010-03-08 08:09:00,3,90,1511.15,1234,49,228,277,503.7166666666667,411.3333333333333,0,0.010830324909747292,0.17689530685920576,0.0,0.0,0.0,0.0,89,89,1,1.9205555555555556,8.95,3,3,1511.15,0.0,0.0,113.5,113.5,192.0,2010-12-10
12370,2010-03-25 12:10:00,2010-02-09 09:41:00,3,32,534.62,246,260,44,304,178.20666666666668,82.0,0,0.009868421052631578,0.8552631578947368,0.0,0.0,0.0,0.0,32,32,1,3.26125,9.95,2,2,534.62,0.0,0.0,22.0,22.0,44.0,2010-12-10
12371,2010-10-26 13:37:00,2010-03-04 18:23:00,3,101,1819.42,836,45,235,281,606.4733333333334,278.6666666666667,0,0.010676156583629894,0.1601423487544484,0.0,0.0,0.0,0.0,90,92,1,2.988613861386139,7.95,2,2,1819.42,0.0,0.0,117.5,117.5,235.0,2010-12-10
12373,2010-03-25 13:49:00,2010-02-04 12:08:00,2,35,603.0500000000001,315,260,49,309,301.52500000000003,157.5,0,0.006472491909385114,0.8414239482200647,0.0,0.0,0.0,0.0,30,30,1,2.624285714285714,10.65,2,2,603.0500000000001,0.0,0.0,49.0,49.0,49.0,2010-12-10
12374,2010-10-14 10:16:00,2010-04-30 14:01:00,2,49,2046.29,1015,57,166,224,1023.145,507.5,0,0.008928571428571428,0.2544642857142857,0.0,0.0,0.0,0.0,46,47,1,2.2340816326530613,8.95,2,2,2046.29,0.0,0.0,166.0,166.0,166.0,2010-12-10
12376,2010-11-15 12:15:00,2010-10-18 08:42:00,2,11,383.15,237,25,28,53,191.575,118.5,0,0.03773584905660377,0.4716981132075472,0.0,0.0,0.0,0.0,10,10,1,2.2181818181818183,4.95,2,2,383.15,0.0,0.0,28.0,28.0,28.0,2010-12-10
12377,2010-11-23 19:24:00,2010-04-29 15:34:00,2,74,1718.2,1159,17,208,225,859.1,579.5,0,0.008888888888888889,0.07555555555555556,0.0,0.0,0.0,0.0,74,74,1,2.259054054054054,16.95,2,2,1718.2,0.0,0.0,208.0,208.0,208.0,2010-12-10
12378,2010-05-26 14:07:00,2010-05-26 14:07:00,1,82,1407.7,787,198,0,198,1407.7,787.0,1,0.005050505050505051,1.0,0.0,0.0,0.0,0.0,82,82,1,4.402073170731708,39.95,1,1,1407.7,0.0,0.0,198.0,198.0,198.0,2010-12-10
12379,2010-10-13 14:46:00,2010-06-23 12:49:00,2,39,692.98,403,58,112,170,346.49,201.5,0,0.011764705882352941,0.3411764705882353,0.0,0.0,0.0,0.0,36,37,1,2.330769230769231,9.95,2,2,692.98,0.0,0.0,112.0,112.0,112.0,2010-12-10
12380,2010-08-31 14:54:00,2010-02-15 12:05:00,4,167,4782.84,2204,101,197,298,1195.71,551.0,0,0.013422818791946308,0.3389261744966443,3.0,1.0,12.0,35.400000000000006,117,127,1,2.938862275449102,24.95,3,3,4747.4400000000005,0.25,0.007401460220287529,65.33333333333333,62.0,134.0,2010-12-10
12385,2010-11-25 15:14:00,2010-11-25 15:14:00,1,64,1668.4,594,15,0,15,1668.4,594.0,1,0.06666666666666667,1.0,0.0,0.0,0.0,0.0,64,64,1,3.50390625,14.95,1,1,1668.4,0.0,0.0,15.0,15.0,15.0,2010-12-10
12386,2010-12-08 09:53:00,2010-12-08 09:53:00,1,8,258.9,214,2,0,2,258.9,214.0,1,0.5,1.0,0.0,0.0,0.0,0.0,8,8,1,2.72625,6.75,1,1,258.9,0.0,0.0,2.0,2.0,2.0,2010-12-10
12387,2010-10-20 16:27:00,2010-10-20 16:27:00,1,9,143.94,134,51,0,51,143.94,134.0,1,0.0196078431372549,1.0,0.0,0.0,0.0,0.0,9,9,1,2.7622222222222224,16.95,1,1,143.94,0.0,0.0,51.0,51.0,51.0,2010-12-10
12388,2010-09-20 12:41:00,2010-05-06 12:54:00,2,46,1120.45,539,81,136,218,560.225,269.5,0,0.009174311926605505,0.37155963302752293,0.0,0.0,0.0,0.0,36,36,1,2.9269565217391307,6.95,2,2,1120.45,0.0,0.0,136.0,136.0,136.0,2010-12-10
12389,2010-11-02 11:52:00,2010-02-22 10:15:00,3,49,1433.33,614,38,253,291,477.77666666666664,204.66666666666666,0,0.010309278350515464,0.13058419243986255,0.0,0.0,0.0,0.0,41,42,1,2.6542857142857144,9.95,3,3,1433.33,0.0,0.0,126.0,126.0,164.0,2010-12-10
12391,2010-09-01 12:38:00,2010-02-15 10:12:00,5,174,2285.18,911,100,198,298,457.03599999999994,182.2,0,0.016778523489932886,0.33557046979865773,6.0,1.0,8.0,25.599999999999998,159,160,1,4.521896551724137,79.95,4,3,2259.58,0.2,0.011202618612100578,49.5,32.5,133.0,2010-12-10
12392,2010-04-27 14:04:00,2010-04-27 14:04:00,1,7,234.75000000000003,73,227,0,227,234.75000000000003,73.0,1,0.004405286343612335,1.0,0.0,0.0,0.0,0.0,7,7,1,5.035714285714286,9.95,1,1,234.75000000000003,0.0,0.0,227.0,227.0,227.0,2010-12-10
12393,2010-11-22 16:10:00,2010-10-07 13:49:00,2,43,816.85,495,18,46,64,408.425,247.5,0,0.03125,0.28125,5.0,1.0,6.0,22.7,38,38,1,2.777906976744186,12.75,2,2,794.15,0.5,0.027789679867784783,46.0,46.0,46.0,2010-12-10
12395,2010-12-03 16:35:00,2010-04-16 10:16:00,4,94,1868.64,1604,7,231,238,467.16,401.0,0,0.01680672268907563,0.029411764705882353,0.0,0.0,0.0,0.0,82,85,1,2.3579787234042553,14.95,4,4,1868.64,0.0,0.0,77.0,88.0,108.0,2010-12-10
12396,2010-02-03 13:22:00,2010-02-03 13:22:00,1,65,931.43,591,310,0,310,931.43,591.0,1,0.0032258064516129032,1.0,0.0,0.0,0.0,0.0,65,65,1,2.2993846153846156,10.95,1,1,931.43,0.0,0.0,310.0,310.0,310.0,2010-12-10
12399,2010-11-19 08:53:00,2010-03-05 08:45:00,3,48,808.65,1017,21,259,280,269.55,339.0,0,0.010714285714285714,0.075,0.0,0.0,0.0,0.0,39,39,1,1.1416666666666666,3.75,3,3,808.65,0.0,0.0,129.0,129.0,133.0,2010-12-10
12400,2010-10-21 13:45:00,2010-10-21 13:45:00,1,11,205.25,91,50,0,50,205.25,91.0,1,0.02,1.0,0.0,0.0,0.0,0.0,11,11,1,2.9136363636363636,4.95,1,1,205.25,0.0,0.0,50.0,50.0,50.0,2010-12-10
12402,2010-11-12 09:50:00,2010-02-07 12:41:00,5,54,941.3,484,28,277,306,188.26,96.8,0,0.016339869281045753,0.0915032679738562,1.0,1.0,1.0,12.75,39,39,1,2.225,12.75,5,5,928.55,0.2,0.013545097205991714,69.0,70.0,79.0,2010-12-10
12403,2010-07-06 11:39:00,2010-07-06 11:39:00,1,3,555.6600000000001,162,157,0,157,555.6600000000001,162.0,1,0.006369426751592357,1.0,0.0,0.0,0.0,0.0,3,3,1,3.5100000000000002,3.75,1,1,555.6600000000001,0.0,0.0,157.0,157.0,157.0,2010-12-10
12404,2010-01-26 16:25:00,2010-01-26 16:25:00,1,1,63.24,1,318,0,318,63.24,1.0,1,0.0031446540880503146,1.0,0.0,0.0,0.0,0.0,1,1,1,63.24,63.24,1,1,63.24,0.0,0.0,318.0,318.0,318.0,2010-12-10
12406,2010-11-05 11:42:00,2010-01-11 14:04:00,3,61,2975.06,1598,35,297,333,991.6866666666666,532.6666666666666,0,0.009009009009009009,0.10510510510510511,1.0,1.0,24.0,183.60000000000002,44,48,1,2.603606557377049,8.95,3,3,2791.46,0.3333333333333333,0.061713041081524415,148.5,148.5,196.0,2010-12-10
12408,2010-11-19 13:21:00,2010-07-29 13:27:00,3,51,1287.22,809,21,112,134,429.0733333333333,269.6666666666667,0,0.022388059701492536,0.15671641791044777,3.0,2.0,33.0,15.149999999999999,40,40,1,2.5182352941176473,34.95,3,3,1272.07,0.6666666666666666,0.011769549882692933,56.0,56.0,65.0,2010-12-10
12409,2010-10-15 10:24:00,2010-05-23 15:21:00,4,155,12346.619999999999,7592,56,144,201,3086.6549999999997,1898.0,0,0.01990049751243781,0.27860696517412936,3.0,2.0,108.0,313.08,125,131,1,2.998322580645161,29.95,4,4,12033.539999999999,0.5,0.025357547247748777,47.666666666666664,24.0,104.0,2010-12-10
12410,2010-07-25 13:26:00,2010-07-25 13:26:00,1,13,240.38,128,138,0,138,240.38,128.0,1,0.007246376811594203,1.0,0.0,0.0,0.0,0.0,13,13,1,2.759230769230769,8.5,1,1,240.38,0.0,0.0,138.0,138.0,138.0,2010-12-10
12411,2010-10-26 09:25:00,2010-10-26 09:25:00,1,22,346.9,138,45,0,45,346.9,138.0,1,0.022222222222222223,1.0,0.0,0.0,0.0,0.0,22,22,1,3.3954545454545455,9.95,1,1,346.9,0.0,0.0,45.0,45.0,45.0,2010-12-10
12412,2010-11-02 17:02:00,2010-06-18 13:22:00,3,63,1262.05,1162,38,137,175,420.68333333333334,387.3333333333333,0,0.017142857142857144,0.21714285714285714,4.0,2.0,6.0,15.899999999999999,49,49,1,1.6915873015873018,8.5,3,3,1246.1499999999999,0.6666666666666666,0.012598549978210055,68.5,68.5,85.0,2010-12-10
12413,2010-11-02 13:26:00,2010-11-02 13:26:00,1,12,185.35,31,38,0,38,185.35,31.0,1,0.02631578947368421,1.0,0.0,0.0,0.0,0.0,12,12,1,7.558333333333333,12.75,1,1,185.35,0.0,0.0,38.0,38.0,38.0,2010-12-10
12414,2010-09-02 12:22:00,2010-09-02 12:22:00,1,7,90.0,192,99,0,99,90.0,192.0,1,0.010101010101010102,1.0,7.0,1.0,192.0,90.0,7,7,1,0.5057142857142857,0.85,1,1,0.0,1.0,1.0,99.0,99.0,99.0,2010-12-10
12415,2010-11-29 15:07:00,2010-06-30 08:30:00,4,209,19468.84,14070,11,152,163,4867.21,3517.5,0,0.024539877300613498,0.06748466257668712,0.0,0.0,0.0,0.0,168,175,1,2.7608612440191385,29.95,4,4,19468.84,0.0,0.0,50.333333333333336,44.0,91.0,2010-12-10
12416,2010-02-21 10:19:00,2010-02-21 10:19:00,1,11,202.56,132,292,0,292,202.56,132.0,1,0.003424657534246575,1.0,0.0,0.0,0.0,0.0,11,11,1,1.5345454545454544,2.1,1,1,202.56,0.0,0.0,292.0,292.0,292.0,2010-12-10
12417,2010-10-25 14:27:00,2009-12-06 10:30:00,11,167,2772.31,1308,46,323,369,252.02818181818182,118.9090909090909,0,0.02981029810298103,0.12466124661246612,4.0,4.0,11.0,38.4,143,144,2,4.918742514970059,29.95,11,8,2733.91,0.36363636363636365,0.013851264829690763,31.9,27.0,77.0,2010-12-10
12418,2010-10-22 10:29:00,2010-03-19 14:47:00,3,68,1352.62,681,49,216,266,450.8733333333333,227.0,0,0.011278195488721804,0.18421052631578946,1.0,1.0,1.0,4.25,61,63,1,3.2358823529411764,9.95,3,3,1348.37,0.3333333333333333,0.0031420502432316544,107.5,107.5,162.0,2010-12-10
12419,2010-11-19 10:04:00,2010-10-22 10:40:00,2,23,391.01,227,21,27,49,195.505,113.5,0,0.04081632653061224,0.42857142857142855,0.0,0.0,0.0,0.0,22,22,1,3.0473913043478262,14.95,2,2,391.01,0.0,0.0,27.0,27.0,27.0,2010-12-10
12421,2010-10-20 14:28:00,2010-07-22 13:57:00,2,18,235.56,166,51,90,141,117.78,83.0,0,0.014184397163120567,0.3617021276595745,1.0,1.0,4.0,5.0,17,17,1,2.817222222222222,16.95,2,2,230.56,0.5,0.021226014603498048,90.0,90.0,90.0,2010-12-10
12422,2010-11-10 13:19:00,2009-12-18 12:44:00,9,124,2955.79,2212,30,327,357,328.4211111111111,245.77777777777777,0,0.025210084033613446,0.08403361344537816,0.0,0.0,0.0,0.0,107,108,2,2.6529838709677422,16.95,9,8,2955.79,0.0,0.0,40.25,42.0,75.0,2010-12-10
12423,2010-11-17 11:33:00,2010-08-31 09:31:00,2,38,667.08,448,23,78,101,333.54,224.0,0,0.019801980198019802,0.22772277227722773,0.0,0.0,0.0,0.0,37,37,2,2.4444736842105264,6.75,2,2,667.08,0.0,0.0,78.0,78.0,78.0,2010-12-10
12424,2010-10-13 10:29:00,2010-06-09 15:15:00,2,62,1579.07,1285,58,125,184,789.535,642.5,0,0.010869565217391304,0.31521739130434784,5.0,3.0,10.0,50.25,59,60,1,1.9029032258064518,9.95,2,2,1528.82,1.5,0.03182252845029036,125.0,125.0,125.0,2010-12-10
12425,2010-09-17 14:10:00,2010-09-17 14:10:00,1,55,964.21,651,84,0,84,964.21,651.0,1,0.011904761904761904,1.0,4.0,1.0,44.0,60.6,55,55,1,2.2994545454545454,7.95,1,1,903.61,1.0,0.06284937928459568,84.0,84.0,84.0,2010-12-10
12426,2010-02-15 08:41:00,2010-02-15 08:41:00,1,46,690.48,322,298,0,298,690.48,322.0,1,0.003355704697986577,1.0,5.0,1.0,7.0,33.800000000000004,46,46,1,2.996086956521739,7.95,1,1,656.6800000000001,1.0,0.04895145406094312,298.0,298.0,298.0,2010-12-10
12427,2010-12-03 10:44:00,2010-12-03 10:44:00,1,9,249.5,76,7,0,7,249.5,76.0,1,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,9,9,1,3.4722222222222223,8.5,1,1,249.5,0.0,0.0,7.0,7.0,7.0,2010-12-10
12429,2010-12-09 12:05:00,2010-06-11 13:28:00,5,75,3591.51,1779,1,180,182,718.302,355.8,0,0.027472527472527472,0.005494505494505495,1.0,1.0,120.0,50.4,69,69,1,2.756266666666667,14.95,3,3,3541.11,0.2,0.014033094715036293,45.0,37.5,105.0,2010-12-10
12431,2010-12-01 10:03:00,2010-01-15 09:04:00,11,167,4145.52,1796,9,320,329,376.8654545454546,163.27272727272728,0,0.03343465045592705,0.02735562310030395,3.0,3.0,18.0,67.5,130,138,2,3.6693413173652694,12.75,11,9,4078.0200000000004,0.2727272727272727,0.016282637642563536,31.6,29.0,78.0,2010-12-10
12433,2010-12-08 16:49:00,2010-08-20 09:23:00,5,286,7205.39,6045,2,110,112,1441.078,1209.0,0,0.044642857142857144,0.017857142857142856,0.0,0.0,0.0,0.0,163,165,1,2.0148951048951047,14.95,5,4,7205.39,0.0,0.0,27.25,26.5,49.0,2010-12-10
12434,2010-11-23 13:38:00,2010-11-23 13:38:00,1,20,297.29,138,17,0,17,297.29,138.0,1,0.058823529411764705,1.0,0.0,0.0,0.0,0.0,20,20,1,3.406,9.95,1,1,297.29,0.0,0.0,17.0,17.0,17.0,2010-12-10
12435,2010-11-08 10:07:00,2009-12-02 13:58:00,4,76,6096.04,2903,32,340,373,1524.01,725.75,0,0.010723860589812333,0.08579088471849866,0.0,0.0,0.0,0.0,68,68,1,2.9001315789473683,14.95,4,4,6096.04,0.0,0.0,113.33333333333333,100.0,160.0,2010-12-10
12437,2010-11-09 14:46:00,2009-12-02 16:24:00,20,345,6834.99,5028,31,341,373,341.7495,251.4,0,0.05361930294906166,0.08310991957104558,17.0,6.0,64.0,215.8,215,228,1,2.205449275362319,12.75,19,10,6619.19,0.3,0.031572833317971206,17.473684210526315,19.0,47.0,2010-12-10
12439,2010-01-26 12:11:00,2009-12-14 08:40:00,2,71,1142.88,478,318,43,361,571.44,239.0,0,0.00554016620498615,0.8808864265927978,3.0,1.0,30.0,53.699999999999996,69,69,1,3.706478873239437,14.95,2,2,1089.18,0.5,0.046986560268794615,43.0,43.0,43.0,2010-12-10
12440,2010-09-03 13:11:00,2009-12-22 12:03:00,2,30,739.2,328,98,255,353,369.6,164.0,0,0.0056657223796034,0.2776203966005666,3.0,1.0,23.0,91.05000000000001,20,22,1,3.1446666666666667,9.95,2,2,648.1500000000001,0.5,0.12317370129870131,255.0,255.0,255.0,2010-12-10
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,1,10,155.55,120,2,0,2,155.55,120.0,1,0.5,1.0,0.0,0.0,0.0,0.0,10,10,1,2.271,4.65,1,1,155.55,0.0,0.0,2.0,2.0,2.0,2010-12-10
12443,2009-12-07 15:42:00,2009-12-07 15:42:00,1,20,365.31,179,368,0,368,365.31,179.0,1,0.002717391304347826,1.0,0.0,0.0,0.0,0.0,20,20,1,4.164,12.75,1,1,365.31,0.0,0.0,368.0,368.0,368.0,2010-12-10
12445,2010-10-15 12:28:00,2010-10-15 12:28:00,1,20,301.58000000000004,144,56,0,56,301.58000000000004,144.0,1,0.017857142857142856,1.0,1.0,1.0,2.0,8.5,20,20,1,2.7670000000000003,4.95,1,1,293.08000000000004,1.0,0.028184892897406985,56.0,56.0,56.0,2010-12-10
12449,2010-09-27 09:37:00,2010-09-27 09:37:00,1,9,678.6,724,74,0,74,678.6,724.0,1,0.013513513513513514,1.0,0.0,0.0,0.0,0.0,9,9,1,0.9922222222222222,2.55,1,1,678.6,0.0,0.0,74.0,74.0,74.0,2010-12-10
12450,2010-11-05 16:27:00,2010-08-22 13:11:00,3,29,490.32,314,35,75,110,163.44,104.66666666666667,0,0.02727272727272727,0.3181818181818182,3.0,2.0,7.0,21.25,25,25,1,2.396206896551724,12.75,3,3,469.07,0.6666666666666666,0.043339043889704686,37.0,37.0,52.0,2010-12-10
12451,2010-09-02 15:38:00,2010-06-28 12:58:00,3,157,3634.36,2784,99,66,165,1211.4533333333334,928.0,0,0.01818181818181818,0.6,2.0,1.0,13.0,21.35,147,148,1,2.273057324840764,29.95,2,2,3613.01,0.3333333333333333,0.00587448684225008,33.0,33.0,66.0,2010-12-10
12454,2010-11-09 10:09:00,2010-10-14 17:33:00,3,24,12931.44,6696,31,25,57,4310.4800000000005,2232.0,0,0.05263157894736842,0.543859649122807,17.0,3.0,4465.0,8858.73,8,8,1,2.8983333333333334,8.95,3,2,4072.710000000001,1.0,0.6850536367179525,12.0,12.0,20.0,2010-12-10
12455,2010-09-20 14:39:00,2009-12-18 12:33:00,4,135,3383.09,1211,81,276,357,845.7725,302.75,0,0.011204481792717087,0.226890756302521,0.0,0.0,0.0,0.0,120,120,1,4.245259259259259,39.95,4,4,3383.09,0.0,0.0,91.33333333333333,94.0,131.0,2010-12-10
12457,2010-09-30 17:59:00,2010-09-30 17:59:00,1,21,512.68,248,71,0,71,512.68,248.0,1,0.014084507042253521,1.0,3.0,1.0,8.0,78.14999999999999,21,21,1,4.756190476190476,12.75,1,1,434.53,1.0,0.15243426698915502,71.0,71.0,71.0,2010-12-10
12458,2010-10-08 11:36:00,2010-08-09 10:33:00,2,44,715.09,477,63,60,123,357.545,238.5,0,0.016260162601626018,0.5121951219512195,0.0,0.0,0.0,0.0,43,43,1,2.128409090909091,9.95,2,2,715.09,0.0,0.0,60.0,60.0,60.0,2010-12-10
12459,2010-04-13 14:53:00,2010-04-13 14:53:00,1,22,398.36,256,241,0,241,398.36,256.0,1,0.004149377593360996,1.0,0.0,0.0,0.0,0.0,22,22,1,3.0645454545454545,14.95,1,1,398.36,0.0,0.0,241.0,241.0,241.0,2010-12-10
12460,2010-09-09 13:51:00,2010-09-09 13:51:00,1,17,296.65,168,92,0,92,296.65,168.0,1,0.010869565217391304,1.0,0.0,0.0,0.0,0.0,17,17,1,3.756470588235294,9.95,1,1,296.65,0.0,0.0,92.0,92.0,92.0,2010-12-10
12466,2010-01-26 16:26:00,2010-01-26 16:26:00,1,1,56.73,1,318,0,318,56.73,1.0,1,0.0031446540880503146,1.0,0.0,0.0,0.0,0.0,1,1,1,56.73,56.73,1,1,56.73,0.0,0.0,318.0,318.0,318.0,2010-12-10
12467,2010-10-12 15:41:00,2010-10-12 15:41:00,1,9,132.8,129,59,0,59,132.8,129.0,1,0.01694915254237288,1.0,9.0,1.0,129.0,132.8,9,9,1,1.6177777777777778,4.25,1,1,0.0,1.0,1.0,59.0,59.0,59.0,2010-12-10
12468,2010-07-01 10:28:00,2010-01-26 10:09:00,3,109,2581.2,1815,162,156,318,860.4,605.0,0,0.009433962264150943,0.5094339622641509,11.0,4.0,15.0,40.690000000000005,101,101,1,2.0985321100917433,9.95,3,3,2540.5099999999998,1.3333333333333333,0.015763985743065242,77.5,77.5,83.0,2010-12-10
12469,2010-07-05 12:40:00,2010-06-21 10:30:00,2,76,3070.54,2552,158,14,172,1535.27,1276.0,0,0.011627906976744186,0.9186046511627907,0.0,0.0,0.0,0.0,76,76,1,2.999605263157895,12.75,2,2,3070.54,0.0,0.0,14.0,14.0,14.0,2010-12-10
12470,2010-01-19 11:01:00,2010-01-19 11:01:00,1,23,211.95,95,325,0,325,211.95,95.0,1,0.003076923076923077,1.0,0.0,0.0,0.0,0.0,23,23,1,3.928260869565217,15.95,1,1,211.95,0.0,0.0,325.0,325.0,325.0,2010-12-10
12471,2010-11-30 14:35:00,2009-12-07 10:41:00,45,650,17752.34,8521,10,358,368,394.4964444444444,189.35555555555555,0,0.12228260869565218,0.02717391304347826,88.0,32.0,170.0,756.8500000000001,157,172,1,2.867569230769231,41.09,26,11,16995.49,0.7111111111111111,0.04263381616170038,8.069767441860465,3.0,37.0,2010-12-10
12472,2010-12-05 14:19:00,2009-12-14 10:49:00,13,559,10426.48,7153,5,356,361,802.036923076923,550.2307692307693,0,0.036011080332409975,0.013850415512465374,86.0,13.0,312.0,581.27,311,339,1,2.030733452593918,29.95,13,10,9845.21,1.0,0.05574939960561954,28.833333333333332,26.0,55.0,2010-12-10
12474,2010-11-26 12:19:00,2010-02-11 09:41:00,11,275,4616.66,3083,14,288,302,419.6963636363636,280.27272727272725,0,0.03642384105960265,0.046357615894039736,21.0,12.0,74.0,198.68,196,202,1,2.4785818181818184,65.0,11,8,4417.98,1.0909090909090908,0.0430354412064133,28.4,25.0,63.0,2010-12-10
12475,2010-10-26 08:49:00,2010-10-26 08:49:00,1,24,396.26,234,45,0,45,396.26,234.0,1,0.022222222222222223,1.0,0.0,0.0,0.0,0.0,24,24,1,2.8266666666666667,9.95,1,1,396.26,0.0,0.0,45.0,45.0,45.0,2010-12-10
12476,2010-11-07 15:34:00,2010-07-26 09:04:00,7,274,6421.49,3176,33,104,137,917.3557142857143,453.7142857142857,0,0.051094890510948905,0.24087591240875914,17.0,6.0,25.0,129.95,224,230,1,3.7922627737226273,21.95,6,4,6291.54,0.8571428571428571,0.02023673633377923,17.166666666666668,14.0,50.0,2010-12-10
