customer_id,first_purchase,last_purchase,frequency_orders,purchase_lines,monetary_total_spend,total_quantity,unique_products,unique_countries,avg_unit_price,max_unit_price,recency_days,tenure_days,tenure_since_first,avg_order_value,avg_qty_per_order,is_one_time_buyer,purchase_frequency_rate,recency_to_tenure_ratio,distinct_active_days,active_months,avg_gap_days,median_gap_days,max_gap_days,return_lines,return_invoices,returned_quantity,return_value,net_spend,return_invoice_ratio,return_value_ratio,future_orders,churn_label,snapshot_date
12514,2010-03-08 12:18:00,2010-03-08 12:18:00,1,33,580.08,400,33,1,1.7969696969696969,8.49,156,0,156,580.08,400.0,1,0.00641025641025641,1.0,1,1,156.0,156.0,156.0,0.0,0.0,0.0,0.0,580.08,0.0,0.0,0,1,2010-08-11
12516,2010-04-19 14:14:00,2010-04-19 14:14:00,1,24,509.46000000000004,502,24,1,1.32625,2.95,114,0,114,509.46000000000004,502.0,1,0.008771929824561403,1.0,1,1,114.0,114.0,114.0,0.0,0.0,0.0,0.0,509.46000000000004,0.0,0.0,1,0,2010-08-11
12523,2009-12-07 13:46:00,2010-07-25 10:50:00,8,107,1752.08,1043,85,1,3.5150467289719627,12.75,17,229,247,219.01,130.375,0,0.032388663967611336,0.06882591093117409,8,6,32.857142857142854,29.0,64.0,9.0,4.0,21.0,79.14999999999999,1672.9299999999998,0.5,0.04517487785945847,4,0,2010-08-11
12524,2010-02-08 14:41:00,2010-08-04 14:20:00,4,34,2977.38,2046,24,1,1.8664705882352939,2.55,7,176,184,744.345,511.5,0,0.021739130434782608,0.03804347826086957,4,3,59.0,28.0,133.0,0.0,0.0,0.0,0.0,2977.38,0.0,0.0,5,0,2010-08-11
12525,2010-03-02 14:01:00,2010-07-29 16:08:00,3,59,883.73,504,55,1,2.751864406779661,9.95,13,149,162,294.57666666666665,168.0,0,0.018518518518518517,0.08024691358024691,3,3,74.5,74.5,91.0,17.0,5.0,22.0,138.54999999999998,745.1800000000001,1.6666666666666667,0.15677865411381303,0,1,2010-08-11
12527,2010-06-28 15:37:00,2010-08-02 12:23:00,2,14,386.8,292,13,1,2.1571428571428575,8.5,9,34,44,193.4,146.0,0,0.045454545454545456,0.20454545454545456,2,2,35.0,35.0,35.0,0.0,0.0,0.0,0.0,386.8,0.0,0.0,0,1,2010-08-11
12529,2010-06-29 13:10:00,2010-06-29 13:10:00,1,21,316.48,192,21,1,3.040952380952381,9.95,43,0,43,316.48,192.0,1,0.023255813953488372,1.0,1,1,43.0,43.0,43.0,2.0,1.0,2.0,4.7,311.78000000000003,1.0,0.014850859453993934,0,1,2010-08-11
12530,2010-03-07 14:37:00,2010-04-21 11:51:00,2,31,585.54,456,28,1,1.533548387096774,3.25,112,44,157,292.77,228.0,0,0.012738853503184714,0.7133757961783439,2,2,45.0,45.0,45.0,0.0,0.0,0.0,0.0,585.54,0.0,0.0,3,0,2010-08-11
12531,2010-01-22 14:17:00,2010-01-22 14:17:00,1,109,1645.98,1065,109,1,2.2279816513761466,14.95,201,0,201,1645.98,1065.0,1,0.004975124378109453,1.0,1,1,201.0,201.0,201.0,6.0,1.0,15.0,34.15,1611.83,1.0,0.02074751819584685,0,1,2010-08-11
12533,2009-12-01 11:50:00,2010-03-22 10:56:00,2,70,1223.89,696,62,1,2.883142857142857,12.75,142,110,253,611.945,348.0,0,0.007905138339920948,0.5612648221343873,2,2,111.0,111.0,111.0,18.0,4.0,136.0,217.89999999999998,1005.9900000000001,2.0,0.1780388760427816,0,1,2010-08-11
12539,2009-12-23 13:00:00,2009-12-23 13:41:00,2,207,5149.06,2128,104,1,3.2897101449275366,14.95,231,0,231,2574.53,1064.0,0,0.008658008658008658,1.0,1,1,231.0,231.0,231.0,0.0,0.0,0.0,0.0,5149.06,0.0,0.0,1,0,2010-08-11
12540,2009-12-07 16:56:00,2010-06-16 12:54:00,10,151,3981.21,2223,105,1,2.57523178807947,12.75,56,190,247,398.121,222.3,0,0.04048582995951417,0.22672064777327935,9,7,23.875,23.0,34.0,0.0,0.0,0.0,0.0,3981.21,0.0,0.0,5,0,2010-08-11
